year,month,date,0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y
2017,10,23,293,0,7,28,207,181,62,184,112,29,260,393,251,118,92,411,175,81,322,61,85,126,255,50,493,1110,709,33,0,44,2079,1680,102,67,48
2017,10,24,340,0,12,27,206,205,108,182,136,41,375,447,356,242,166,471,131,156,300,508,99,167,265,91,603,1337,863,28,0,32,2069,1681,70,64,29
2017,10,25,401,4,11,35,252,238,99,258,154,72,347,531,355,234,171,575,136,106,295,19,124,228,272,78,626,1435,805,25,0,29,2133,1647,103,33,24
2017,10,26,385,0,9,20,221,217,135,182,115,18,399,440,359,147,168,426,200,138,321,158,125,177,236,77,581,1424,1014,34,0,37,2017,1755,127,62,28
2017,10,27,475,0,18,52,312,329,131,275,196,62,436,564,358,244,202,534,183,136,398,12,181,174,362,94,519,1736,1039,44,0,42,2271,2065,80,122,105
2017,10,28,474,0,21,47,185,284,101,215,144,33,513,643,387,221,240,513,239,103,393,759,108,150,365,86,425,1746,1036,31,0,30,2001,1740,143,134,32
2017,10,29,353,0,4,27,175,335,151,143,80,32,354,521,324,158,198,427,144,152,460,1192,81,160,298,77,392,1285,790,16,0,105,1582,1567,121,45,16
2017,10,3,523,1,5,24,231,231,95,241,158,75,377,494,337,187,144,469,133,134,359,281,125,171,239,70,620,1608,738,30,750,77,1876,1680,61,169,43
2017,10,30,283,0,15,34,229,248,99,198,142,35,245,293,283,127,137,401,134,82,234,36,108,148,263,81,430,1354,750,37,0,46,1957,1600,65,91,22
2017,10,31,318,0,15,55,200,194,86,182,107,76,340,483,333,181,205,418,89,92,316,94,95,147,199,73,385,1299,710,24,0,32,2066,1518,80,70,43
2017,10,4,553,2,21,39,274,246,123,275,136,75,389,526,369,292,179,516,178,96,260,40,112,174,323,111,573,1766,677,40,604,40,1933,1584,116,63,43
2017,10,5,512,1,13,32,180,200,136,206,172,105,537,488,373,210,149,377,185,196,369,59,114,190,300,88,609,1460,765,37,601,67,1833,1683,97,62,34
2017,10,6,471,2,11,38,145,238,111,166,154,27,436,560,294,242,116,329,165,72,277,182,93,107,250,50,660,1700,909,41,789,33,2125,1613,191,63,95
2017,10,7,598,7,18,61,351,393,221,315,230,61,377,620,393,284,207,501,258,148,409,35,160,230,400,146,683,1767,1115,103,773,78,1642,1507,221,209,234
2017,10,8,501,0,29,45,455,508,226,485,350,88,450,581,471,282,359,761,242,172,431,102,202,236,528,125,718,1647,1220,97,933,69,1379,1516,246,109,210
2017,10,9,392,0,18,52,304,339,163,404,264,82,295,401,297,185,210,506,304,314,360,69,173,243,425,138,598,1204,744,53,709,82,1349,1393,79,83,68
2017,11,1,372,0,8,25,239,166,49,201,124,53,296,372,320,163,196,491,171,85,221,22,113,125,276,47,416,1265,782,17,0,34,2082,1523,120,30,31
2017,11,10,419,0,16,40,232,251,136,274,202,60,426,655,439,237,259,500,166,115,332,83,127,159,262,79,414,1444,892,31,536,51,2276,1869,144,69,36
2017,11,11,439,3,17,40,409,345,155,314,176,28,398,636,378,376,214,478,176,123,371,342,122,206,386,110,383,1709,948,33,570,77,2192,1935,130,87,32
2017,11,12,380,0,11,36,271,326,189,287,170,62,300,517,385,254,260,550,255,120,355,270,129,212,437,114,371,1287,713,29,496,60,1799,1690,141,104,53
2017,11,13,311,0,0,14,187,227,98,203,124,32,339,350,234,149,99,404,159,85,362,66,74,142,260,84,396,1084,728,102,481,37,2059,1662,29,94,54
2017,11,14,357,0,5,22,188,200,43,114,68,25,318,431,276,189,148,399,121,115,320,106,70,123,308,70,368,1220,796,55,550,21,2098,1510,86,104,29
2017,11,15,292,0,12,26,221,239,165,212,136,22,288,552,386,244,187,463,114,92,260,25,87,189,258,67,368,1020,898,18,534,13,2129,1602,110,46,56
2017,11,16,398,0,12,30,213,277,152,222,110,92,348,431,322,301,142,422,120,84,361,535,127,126,329,71,443,1126,854,41,571,42,2117,1553,125,64,71
2017,11,17,370,0,11,27,242,227,92,224,152,105,375,611,320,383,171,549,140,144,304,354,129,196,356,99,391,1116,989,88,592,0,2306,1917,135,53,65
2017,11,18,564,0,19,57,411,421,322,337,230,100,514,746,415,842,294,746,174,151,409,44,157,225,395,112,464,1831,1243,73,785,0,2170,2123,107,271,85
2017,11,19,365,0,10,43,296,430,257,315,172,60,564,554,380,419,244,490,165,185,435,147,127,210,352,101,419,1455,917,55,607,0,1640,1572,156,216,97
2017,11,2,398,0,19,40,252,181,74,224,116,54,363,523,389,277,130,390,108,95,242,80,149,140,289,68,414,1343,767,40,0,21,2139,1838,106,65,208
2017,11,20,278,2,1,24,212,262,100,228,171,33,268,403,243,217,127,394,172,69,293,307,111,164,269,88,394,1125,761,44,474,0,2031,1643,70,113,44
2017,11,21,301,0,22,35,254,259,120,245,156,24,370,435,309,204,186,425,154,94,352,36,91,157,258,70,382,1132,711,25,605,0,2118,1599,52,121,26
2017,11,22,298,1,4,14,124,168,113,128,84,29,402,607,305,150,142,356,153,86,254,26,56,103,211,46,280,1324,786,35,542,0,2289,1626,67,20,50
2017,11,23,428,0,18,38,258,423,203,292,168,45,320,548,428,236,235,454,154,171,400,1172,122,185,349,116,421,1199,893,32,513,0,1666,1590,178,174,39
2017,11,24,439,0,7,20,204,257,135,243,152,45,371,642,353,403,212,475,196,96,346,79,76,162,300,88,424,1384,908,39,607,0,2227,2037,160,48,55
2017,11,25,466,1,26,49,333,397,140,324,226,94,470,679,354,369,214,536,560,124,432,475,138,219,428,133,499,1778,1032,39,694,0,1914,2063,117,39,44
2017,11,26,353,0,21,34,278,376,215,254,208,57,294,571,349,458,309,656,419,130,388,458,128,218,439,108,457,1297,838,52,434,0,1711,1569,125,72,40
2017,11,27,253,1,0,27,198,251,175,182,114,63,284,394,277,366,118,458,128,76,234,391,106,128,250,83,364,1029,849,215,482,0,2201,1879,63,24,61
2017,11,28,313,0,7,30,214,254,174,200,116,28,328,422,343,452,255,484,125,175,382,212,97,168,282,65,406,1122,863,32,547,0,2359,1929,145,282,45
2017,11,29,297,0,3,17,124,164,126,112,106,59,368,552,351,337,192,455,122,82,279,24,59,137,207,69,318,1076,832,37,502,20,2262,1683,69,14,38
2017,11,3,511,0,38,51,522,548,195,437,270,109,371,648,463,310,292,603,273,179,481,377,199,265,558,145,584,1702,587,236,0,55,2001,1886,674,122,212
2017,11,30,292,4,13,27,229,265,163,233,165,76,338,469,411,261,243,491,158,75,333,36,98,118,249,58,424,1040,960,21,490,31,2186,1973,131,26,50
2017,11,4,481,0,32,81,422,499,530,451,306,107,388,620,488,510,447,1077,196,515,480,133,177,354,542,147,538,1695,646,176,0,64,1898,1861,124,129,81
2017,11,5,420,0,20,59,462,503,255,713,344,134,473,676,581,428,581,991,232,863,597,359,234,446,597,226,588,1564,760,50,0,44,1820,1607,74,54,66
2017,11,6,241,1,2,12,197,228,90,169,88,31,269,351,279,184,109,403,116,115,266,84,72,158,264,80,318,1310,739,17,0,18,2071,1640,69,39,37
2017,11,7,270,0,10,40,217,234,197,218,142,26,299,423,317,179,216,443,149,82,271,109,151,130,327,53,388,1217,754,31,331,39,2064,1556,121,54,34
2017,11,8,373,1,4,18,173,224,175,162,86,37,371,486,300,163,143,380,63,81,302,28,96,115,238,35,390,1494,797,21,527,41,2118,1623,57,38,28
2017,11,9,350,0,10,30,227,220,85,235,145,41,347,526,383,268,168,447,101,115,319,408,85,179,321,87,426,1339,845,33,517,34,1981,1599,83,46,40
2017,12,1,330,0,9,21,191,217,111,181,110,48,372,582,333,284,174,526,170,103,314,327,119,164,317,56,387,1258,899,33,524,30,2307,1878,101,27,24
2017,12,10,298,0,6,34,262,321,201,334,268,118,356,563,329,346,240,460,294,108,412,295,138,179,394,109,436,1265,843,65,565,44,1760,1775,71,93,56
2017,12,11,203,0,1,19,136,182,109,130,93,82,262,348,241,218,110,301,93,44,256,104,62,106,214,30,276,1040,838,22,419,32,2095,1689,200,44,21
2017,12,12,259,0,4,37,167,214,119,185,129,55,382,376,218,307,97,339,143,94,385,27,54,145,223,71,330,1178,742,31,435,58,2169,1725,143,181,47
2017,12,13,299,0,9,28,167,168,119,102,66,25,334,421,239,349,123,405,65,112,222,13,91,154,246,70,370,1122,923,42,485,23,2136,1930,124,30,31
2017,12,14,257,0,11,44,150,184,108,128,102,52,327,490,312,367,96,406,172,92,271,4,70,154,211,80,297,1111,908,27,488,29,2368,1812,94,24,51
2017,12,15,341,0,6,28,212,258,122,188,181,62,552,682,342,398,119,398,116,123,341,47,74,200,236,67,406,1560,971,42,641,63,2405,2056,180,29,46
2017,12,16,368,0,3,42,267,321,216,270,186,58,530,852,382,370,169,537,183,153,362,222,116,212,336,83,474,1628,1007,73,648,86,2028,1868,162,57,78
2017,12,17,284,0,11,51,243,338,170,249,187,52,705,662,351,245,176,524,169,70,434,567,117,162,373,61,403,1156,842,19,566,100,1691,1534,143,326,25
2017,12,18,246,1,0,29,135,178,116,108,81,43,263,415,177,163,67,279,139,45,390,48,57,78,183,48,318,1229,736,39,557,20,2138,1668,186,24,33
2017,12,19,240,3,10,40,136,160,66,124,116,19,498,468,314,259,127,345,81,95,585,31,103,159,228,82,416,1204,914,35,623,33,2162,1691,77,50,36
2017,12,2,457,4,15,59,261,322,249,285,180,117,413,741,376,503,263,531,254,157,391,391,106,182,364,118,468,1851,1160,43,635,98,2114,2098,241,136,63
2017,12,20,245,0,13,28,126,173,81,154,149,56,417,483,312,322,137,459,121,79,605,23,78,159,194,60,393,1225,945,18,598,25,2246,1629,144,28,27
2017,12,21,228,2,10,60,176,206,62,164,99,62,401,531,289,263,170,435,209,155,575,39,103,170,257,78,417,1260,919,47,561,49,2240,1955,150,46,27
2017,12,22,322,2,11,43,185,244,163,190,120,96,537,718,407,425,153,452,125,105,563,148,92,195,256,96,416,1651,1201,50,696,32,2602,2447,175,59,57
2017,12,23,339,0,6,41,260,402,193,283,170,116,510,774,421,399,238,486,252,330,508,282,139,219,390,124,490,1727,1172,41,602,49,2181,1886,143,175,33
2017,12,24,253,0,9,43,224,366,294,251,151,111,448,536,421,327,235,485,126,93,483,406,106,178,322,128,390,1397,906,25,490,42,1917,1541,40,87,17
2017,12,25,274,0,0,41,160,251,125,197,181,174,332,378,250,153,139,466,125,86,445,36,111,136,292,89,486,1345,954,43,562,75,2320,2023,110,220,31
2017,12,26,275,0,10,55,171,260,92,168,137,99,379,532,400,280,171,489,98,99,531,58,99,190,287,94,427,1264,877,47,517,42,2243,1768,196,226,40
2017,12,27,255,0,8,23,225,266,109,225,199,42,366,531,297,246,113,571,65,115,527,6,104,165,438,109,504,1258,989,42,544,28,2119,1716,200,16,61
2017,12,28,281,0,0,27,183,328,204,289,130,109,538,772,403,315,194,503,81,103,510,475,96,235,275,89,646,1508,1141,34,602,35,2441,2270,196,237,24
2017,12,29,294,0,1,39,238,342,190,375,251,124,556,771,425,366,196,604,150,220,527,4,146,284,455,135,569,1827,1145,21,643,46,2106,1825,34,20,13
2017,12,3,303,0,16,36,255,356,255,267,170,57,370,546,459,297,246,528,187,163,418,877,121,232,334,115,488,1091,870,30,585,49,1782,1648,172,192,47
2017,12,30,277,0,0,40,269,433,158,400,274,116,523,919,375,301,175,632,204,161,511,6,205,283,497,131,671,1788,1131,17,533,19,1887,1860,42,13,71
2017,12,31,179,0,0,26,179,198,42,248,259,143,346,373,301,190,132,382,103,71,454,4,153,171,373,59,464,1001,700,21,338,20,1462,1482,5,10,17
2017,12,4,242,0,2,18,133,208,75,126,64,32,280,349,212,180,78,352,151,59,311,40,79,93,230,53,415,1003,696,22,378,41,2243,1905,61,24,38
2017,12,5,268,0,9,34,126,147,59,110,99,27,312,415,283,179,125,421,59,78,352,20,40,120,185,73,287,1046,837,40,419,35,2065,1720,118,36,25
2017,12,6,265,0,2,13,166,182,103,165,120,135,407,458,362,297,173,479,169,108,297,428,60,168,287,53,376,1039,788,29,435,13,2106,1923,145,19,20
2017,12,7,437,0,8,34,167,162,109,147,64,41,342,491,373,225,146,433,138,108,415,44,83,159,232,51,313,1085,879,36,515,53,1998,1784,116,25,28
2017,12,8,282,0,12,41,154,218,140,141,96,48,417,650,296,338,120,517,118,82,346,90,63,158,257,77,397,1470,957,41,566,33,2420,1936,105,54,40
2017,12,9,403,0,6,45,242,317,173,384,248,98,522,789,365,438,223,517,231,108,316,54,184,206,435,88,450,1734,1242,35,685,67,2126,2310,197,75,60
2017,2,1,310,0,5,15,184,158,43,104,87,77,203,136,122,235,127,293,136,1403,185,14,109,55,192,38,487,448,509,23,240,18,1354,643,77,32,38
2017,2,10,308,0,5,17,0,205,196,180,59,64,262,241,143,326,96,121,116,288,218,12,83,53,188,41,456,532,536,12,5,58,1446,774,163,52,23
2017,2,11,398,0,15,19,0,329,322,231,97,54,265,212,167,252,181,217,146,379,213,85,143,72,288,44,537,579,583,22,33,53,1153,749,129,87,37
2017,2,12,322,0,8,19,0,215,227,146,86,1,270,148,192,240,177,216,195,387,763,224,188,63,249,53,483,405,537,16,76,72,1037,532,124,230,23
2017,2,13,335,0,0,12,0,148,218,100,64,0,191,92,101,139,78,121,78,734,866,70,53,41,130,24,463,487,490,13,169,28,1419,895,12,25,25
2017,2,14,344,2,4,22,0,162,51,162,63,0,213,132,142,159,104,161,85,1452,412,64,70,45,181,33,428,410,456,31,183,29,1296,1171,93,27,33
2017,2,15,307,0,4,30,157,119,232,115,71,59,249,345,235,177,110,263,98,1060,887,30,105,250,159,61,462,657,548,35,554,60,1150,949,78,12,29
2017,2,16,337,0,0,25,123,154,141,102,72,142,213,258,240,202,94,267,79,1122,471,63,117,192,181,58,434,960,565,55,517,61,1070,1053,123,33,22
2017,2,17,357,1,7,17,17,210,120,175,105,100,314,484,204,214,119,308,103,707,908,382,107,335,213,70,533,850,664,34,615,85,1126,1060,157,64,39
2017,2,18,411,0,2,21,20,229,245,177,82,91,295,357,235,396,164,426,109,839,1587,31,137,335,254,97,516,861,706,48,565,117,1040,1106,153,119,32
2017,2,19,384,0,5,23,28,307,249,297,203,55,538,405,234,210,164,397,141,1701,329,238,207,186,325,105,616,677,669,44,597,118,866,1071,112,60,52
2017,2,2,290,0,11,30,188,139,64,92,95,85,270,148,138,272,97,151,97,416,584,139,125,51,187,37,415,450,546,14,349,43,1458,640,116,48,21
2017,2,20,282,1,1,24,85,181,103,102,64,36,232,152,106,61,67,245,63,1357,384,28,75,394,116,29,492,758,463,44,439,64,1073,990,45,33,27
2017,2,21,307,0,4,19,127,130,111,130,86,137,232,264,222,222,109,260,87,903,337,35,99,1253,178,51,526,805,586,28,520,98,1203,1114,174,166,39
2017,2,22,330,0,9,25,110,213,113,89,94,103,303,237,179,149,75,240,87,777,299,17,107,897,204,60,650,682,553,35,540,57,1014,854,106,37,45
2017,2,23,304,0,2,40,150,149,155,120,73,111,222,276,248,231,121,315,84,684,259,52,86,1215,158,28,527,657,558,31,551,63,1088,952,143,32,30
2017,2,24,390,1,8,36,151,166,87,121,95,149,311,398,236,239,82,329,84,269,582,49,113,899,236,57,585,891,657,24,539,77,1267,1049,141,40,23
2017,2,25,540,1,15,88,455,505,278,541,384,112,405,511,356,375,306,553,194,949,306,96,285,778,418,115,822,1133,900,27,766,98,1027,1059,192,35,40
2017,2,26,359,0,11,28,271,288,455,261,180,169,312,325,273,312,190,423,176,1513,966,88,215,793,336,121,644,796,772,16,649,78,909,830,155,118,18
2017,2,27,341,0,3,25,96,170,58,103,88,67,255,229,178,191,103,369,118,610,344,51,117,1136,190,59,486,752,658,69,564,86,1212,1031,91,54,27
2017,2,28,297,0,2,21,132,164,157,114,65,78,299,297,178,143,120,547,147,686,288,57,120,323,214,53,483,686,582,21,488,90,1102,1121,41,54,24
2017,2,3,406,0,1,9,133,225,94,94,95,72,251,173,108,221,151,188,138,888,747,33,131,61,178,48,500,602,654,11,25,36,1485,698,212,76,33
2017,2,4,409,2,18,19,262,295,372,167,124,11,311,278,200,279,224,151,167,1001,636,96,215,65,398,42,519,625,696,41,61,42,1221,817,95,36,68
2017,2,5,307,0,3,7,129,194,102,94,84,0,189,112,121,208,133,134,105,627,924,134,144,59,214,41,454,441,486,6,30,14,927,479,98,34,38
2017,2,6,239,0,4,15,171,176,84,93,82,0,176,73,137,64,56,198,116,1484,240,30,120,46,161,28,370,319,463,18,14,18,1305,581,91,23,21
2017,2,7,291,0,2,18,170,132,76,105,87,0,188,90,204,124,147,141,107,1597,245,97,149,41,134,20,376,380,533,73,8,28,1182,604,97,24,20
2017,2,8,401,0,11,17,151,134,67,78,75,19,223,125,161,168,133,169,117,734,281,26,149,49,225,32,412,377,569,14,7,33,1347,644,139,9,23
2017,2,9,271,0,2,13,103,158,61,48,49,62,220,111,207,138,107,180,122,905,291,9,121,44,219,56,382,381,507,11,15,23,1330,621,66,13,19
2017,3,1,368,6,6,14,122,115,74,101,82,43,350,316,194,138,105,370,91,1213,319,32,77,1178,172,44,492,779,646,38,543,95,1139,1158,51,34,43
2017,3,10,306,1,9,37,213,194,162,191,143,89,389,406,268,176,149,362,114,802,1200,23,144,1157,278,84,543,1012,735,21,651,59,1185,1175,118,53,55
2017,3,11,348,0,5,49,379,413,294,484,268,78,407,427,291,302,278,471,281,711,566,40,333,742,449,122,729,1143,933,33,753,156,1075,1112,104,197,73
2017,3,12,243,6,22,40,223,250,136,266,168,75,317,304,226,170,214,410,222,707,792,108,267,643,381,123,514,663,575,23,557,226,976,808,89,232,20
2017,3,13,191,0,1,17,135,193,46,150,118,69,203,208,150,90,80,287,76,778,806,91,105,909,212,77,488,868,623,21,507,94,961,915,2534,131,29
2017,3,14,237,3,3,28,122,123,51,103,91,119,213,237,151,132,134,351,151,991,2190,100,122,600,172,96,413,876,573,21,481,79,1009,1069,44,149,33
2017,3,15,262,0,5,25,190,169,121,166,116,98,257,314,201,126,126,380,119,959,1291,51,110,912,256,70,511,997,594,20,607,82,941,1026,96,31,43
2017,3,16,263,3,4,16,144,153,161,161,134,121,230,234,242,133,110,296,99,706,1091,36,157,638,239,73,392,824,600,17,573,106,968,963,97,217,29
2017,3,17,311,1,11,37,195,275,308,217,170,141,451,506,280,209,167,360,94,830,609,30,245,538,289,96,630,1082,756,24,660,93,1255,1147,119,184,27
2017,3,18,344,1,3,87,726,644,594,747,514,222,443,537,474,366,367,680,284,718,988,38,509,709,598,117,946,1119,766,39,603,180,1106,1110,90,119,68
2017,3,19,349,0,37,139,759,697,473,668,503,213,560,661,486,412,568,783,322,1037,540,373,440,428,687,188,1013,1035,799,28,727,241,929,925,64,67,59
2017,3,2,313,0,7,30,170,159,176,153,87,108,206,268,196,196,183,679,107,373,470,33,143,1640,202,43,466,700,566,41,504,75,1048,1011,50,91,45
2017,3,20,220,0,34,69,290,309,165,379,304,67,435,311,241,173,283,468,248,1229,1442,119,263,321,372,129,778,712,533,41,616,136,940,901,90,111,50
2017,3,21,244,1,6,58,110,158,45,123,110,47,257,212,178,156,65,274,233,615,1639,30,166,134,219,44,496,848,535,28,500,55,1093,958,896,33,26
2017,3,22,266,1,13,30,185,186,89,131,106,102,277,302,226,193,121,325,274,828,1731,54,145,690,252,48,543,889,609,37,529,63,1236,1035,80,17,32
2017,3,23,245,0,9,33,182,181,95,214,147,104,300,290,253,198,143,425,158,677,376,40,222,1617,277,77,504,816,747,33,571,65,1176,997,89,77,45
2017,3,24,362,0,14,43,218,244,180,215,217,93,430,463,261,448,177,479,167,992,445,40,201,1503,300,120,671,1350,965,28,704,103,1255,1399,118,39,46
2017,3,25,404,0,16,40,327,316,191,331,271,75,426,511,319,416,242,456,121,600,347,233,243,255,344,100,750,1329,898,47,805,188,1256,1167,122,160,37
2017,3,26,341,0,29,62,362,413,216,429,289,76,408,420,356,483,249,551,255,556,312,414,310,642,453,163,798,1103,883,62,690,114,1058,971,108,116,74
2017,3,27,245,0,0,37,162,216,61,189,186,105,336,334,223,142,95,458,137,1014,386,157,136,610,221,103,580,897,795,81,594,96,1251,1013,76,94,64
2017,3,28,294,3,5,54,270,313,151,298,230,143,342,330,275,182,184,383,392,545,304,137,208,1332,378,126,603,1253,807,49,646,100,1229,1060,122,73,53
2017,3,29,279,0,13,50,290,306,181,288,286,83,341,407,288,211,212,467,376,616,296,7,264,391,383,119,623,1180,778,32,643,69,1239,1052,92,35,68
2017,3,3,327,0,5,23,127,158,117,113,80,110,358,425,217,184,126,349,99,722,619,341,151,1644,192,63,430,770,649,36,508,77,1144,1145,39,73,31
2017,3,30,316,3,10,30,281,324,225,527,460,92,389,417,279,234,214,472,314,886,506,132,325,470,363,116,696,1323,864,55,674,125,1224,1095,69,32,62
2017,3,31,331,7,8,22,119,194,107,110,93,79,398,478,240,262,127,292,203,1076,379,803,139,480,213,47,543,1535,738,37,639,52,1221,1093,87,83,65
2017,3,4,426,0,6,66,483,478,395,435,242,117,389,515,303,359,234,472,173,754,2021,311,270,1306,376,105,646,1080,807,60,642,130,1128,1108,112,149,39
2017,3,5,324,1,16,46,206,249,204,252,131,77,268,296,178,163,150,457,161,504,2277,37,337,1170,305,95,533,743,641,33,545,65,861,822,81,187,171
2017,3,6,254,2,3,9,65,150,78,134,83,48,215,227,178,118,70,285,126,298,2154,70,90,489,182,57,462,778,646,21,490,75,1023,914,51,66,39
2017,3,7,115,0,1,11,49,154,148,149,118,71,268,288,171,202,129,224,92,1400,603,41,143,271,193,52,619,880,1485,20,501,88,1046,888,105,31,35
2017,3,8,243,0,6,33,182,156,90,163,104,71,232,318,192,198,217,318,180,792,722,31,165,234,204,55,484,1015,541,18,489,63,1099,1094,174,24,22
2017,3,9,217,0,10,23,148,163,90,144,101,121,276,251,189,206,133,265,160,440,927,201,123,655,227,45,569,909,560,25,483,75,1063,1047,109,62,36
2017,4,1,372,30,22,44,298,412,253,364,308,112,428,449,249,317,284,468,235,1243,351,46,345,1175,363,125,790,1401,919,27,710,114,1344,1279,270,47,63
2017,4,10,269,0,4,21,186,259,115,203,154,132,250,241,201,100,146,358,143,1260,302,124,115,658,280,64,598,858,715,31,536,32,1497,1325,41,58,63
2017,4,11,224,0,9,57,154,165,38,173,95,90,351,298,187,101,119,326,175,934,474,21,144,735,162,66,439,813,695,18,468,29,1303,1173,21,27,21
2017,4,12,321,1,15,42,258,267,109,257,205,121,256,280,230,211,127,517,147,785,349,19,159,597,226,78,627,869,719,41,630,29,1372,1247,42,26,54
2017,4,13,207,0,11,127,183,207,222,184,141,98,319,296,266,181,247,430,216,316,460,22,147,446,273,79,638,819,621,22,585,24,1333,1167,31,29,41
2017,4,14,366,1,16,139,233,287,143,222,177,51,472,523,256,195,138,433,191,686,395,14,197,1075,353,75,804,1288,909,43,740,53,1545,1522,85,99,69
2017,4,15,435,4,14,96,296,396,182,319,233,66,459,534,344,280,156,398,350,1018,260,379,293,794,424,193,761,1412,985,80,911,28,1371,1497,128,43,65
2017,4,16,268,0,16,100,278,283,182,282,245,27,637,526,339,313,253,626,163,472,506,82,274,716,378,161,673,935,749,42,597,54,1155,1246,62,157,78
2017,4,17,215,0,0,7,94,178,22,100,72,19,289,287,160,70,83,239,116,776,522,59,85,201,186,60,492,725,592,54,523,28,1395,1250,55,20,63
2017,4,18,286,4,19,100,170,210,148,190,157,29,311,285,220,175,113,329,181,558,412,65,136,157,249,65,824,786,631,41,575,33,1216,1207,58,36,44
2017,4,19,227,3,7,26,162,186,146,177,157,61,334,325,251,237,142,507,156,133,274,54,117,292,233,72,732,951,664,18,648,34,1296,1142,104,31,29
2017,4,2,320,1,18,45,372,462,239,474,333,48,312,399,382,263,259,649,261,767,391,319,294,1312,450,159,780,957,765,64,621,123,1050,931,109,83,47
2017,4,20,240,5,5,35,189,199,114,195,133,84,307,333,267,198,207,526,107,975,442,464,151,551,260,64,900,1181,735,21,744,50,1299,1232,69,25,31
2017,4,21,306,0,7,21,161,217,83,159,124,66,412,486,246,203,192,402,162,1417,352,101,144,232,333,122,857,1385,765,25,768,57,1531,1425,151,33,58
2017,4,22,308,0,19,117,283,341,195,299,244,107,486,556,283,326,232,575,228,1307,434,292,349,699,354,130,974,1441,860,28,679,255,1441,1522,92,71,51
2017,4,23,261,0,22,108,322,348,178,336,277,49,345,402,357,212,235,641,222,601,426,568,285,978,458,106,842,1078,755,10,588,198,1069,1265,96,93,8
2017,4,24,176,0,1,25,153,200,93,147,126,25,240,263,171,153,114,315,111,57,392,25,130,183,238,75,512,1140,590,42,555,56,1422,1371,47,55,32
2017,4,25,239,0,16,84,159,140,128,154,141,100,313,294,267,285,160,443,120,103,397,12,176,131,251,106,472,1173,726,25,495,91,1399,1224,49,24,27
2017,4,26,263,0,6,24,98,158,110,89,67,40,322,325,223,257,106,336,116,611,251,31,153,273,213,46,581,1234,669,14,649,45,1547,1195,95,20,49
2017,4,27,243,0,1,38,178,176,80,148,124,48,309,389,225,307,116,419,112,1126,320,46,206,378,258,72,570,1297,711,19,668,44,1369,1320,75,38,29
2017,4,28,362,0,19,48,209,270,90,210,150,41,489,449,355,325,162,469,133,1060,368,27,138,1250,347,82,626,1695,914,20,712,64,1611,1632,57,49,66
2017,4,29,291,0,12,50,264,297,335,403,238,69,503,598,339,385,344,676,265,1093,479,222,327,1891,456,176,693,1323,923,25,656,52,1318,1201,161,32,24
2017,4,3,224,0,0,56,276,317,91,285,204,58,247,223,227,122,62,582,416,577,395,5,216,607,322,112,579,805,585,58,542,61,1222,953,120,44,71
2017,4,30,282,0,27,67,336,420,255,358,259,72,392,539,355,429,328,882,291,1256,441,252,306,1175,429,134,728,1280,846,19,592,240,1001,1168,96,66,41
2017,4,4,270,0,4,50,312,293,168,306,216,153,349,356,244,319,232,445,224,660,465,60,263,638,313,79,630,867,692,13,471,82,1285,948,73,40,51
2017,4,5,360,0,32,71,325,337,181,274,216,27,334,437,279,272,205,527,316,1460,497,126,217,434,413,71,608,1277,805,42,729,52,1259,1094,134,35,58
2017,4,6,224,0,6,49,213,264,109,175,124,86,317,325,233,244,139,403,103,968,473,190,171,304,205,106,516,912,654,11,539,67,1157,844,99,25,20
2017,4,7,389,0,6,33,225,259,105,268,227,93,411,520,349,227,222,502,397,907,325,42,235,847,283,45,563,1313,807,59,808,59,1250,1139,60,28,62
2017,4,8,419,0,29,82,361,357,170,265,193,116,377,522,332,417,212,493,347,523,292,160,203,322,346,88,644,1101,900,26,733,69,1150,1377,103,164,23
2017,4,9,324,1,21,85,376,327,161,345,281,131,325,456,392,224,257,515,289,269,415,218,293,354,444,86,622,930,755,31,553,47,1038,1160,62,151,42
2017,5,1,236,0,9,53,231,242,124,208,145,72,391,375,225,174,123,487,220,1425,395,107,190,1000,294,108,713,1196,703,42,516,41,1385,1224,47,42,51
2017,5,10,221,3,14,21,130,177,102,130,93,85,311,372,152,206,118,436,234,559,310,63,172,998,245,75,617,1220,623,32,593,65,1343,996,52,40,59
2017,5,11,245,2,15,41,135,172,71,138,94,121,376,412,142,173,155,426,119,1608,286,33,146,1122,238,69,576,1117,634,23,506,79,1468,1044,93,52,28
2017,5,12,313,1,5,42,145,206,130,142,125,67,407,502,144,147,142,415,206,1482,486,108,150,1323,259,49,535,1421,837,50,707,76,1562,1205,54,72,42
2017,5,13,282,0,10,43,236,298,111,212,158,73,376,438,162,319,277,448,256,675,223,228,320,755,388,72,738,1516,1078,45,814,809,1365,1180,120,78,41
2017,5,14,267,0,9,43,240,287,158,258,198,116,420,468,160,239,250,517,152,213,360,124,317,1249,352,101,714,1222,782,30,644,812,1283,1014,213,97,34
2017,5,15,223,0,0,31,99,157,34,152,115,90,275,247,91,82,78,275,154,630,321,15,99,1311,255,68,560,1058,581,77,477,56,1306,1033,22,77,48
2017,5,16,295,1,21,47,163,135,96,113,124,80,383,363,153,220,134,493,130,91,392,79,154,722,227,66,603,1274,681,27,565,57,1529,1099,103,69,28
